영화관명,브랜드명,영업상태명,영화관지역명,광역단체,기초단체,번지명,도로명,좌표정보x(epsg5174),y(epsg5174)
강남,CGV,영업,서울시,서울시,강남,서울특별시 강남구 논현동 4-15,서울특별시 강남구 도산대로 128 (논현동),201924.4852,446086.6929
강변,CGV,영업,서울시,서울시,광진구,서울특별시 광진구 구의동 546-4 테크노마트10층,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",208394.4164,448165.28
건대입구,CGV,영업,서울시,서울시,광진구,서울특별시 광진구 자양동 9-4 몰오브케이,"서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)",205845.9467,448616.8477
고덕강일,CGV,영업,서울시,서울시,강동구,서울특별시 강동구 고덕동 353-23,"서울특별시 강동구 고덕비즈밸리로 51, 3,4층 (고덕동)",213847.9237,451564.47
구로,CGV,영업,서울시,서울시,구로구,서울특별시 구로구 구로동 573 애경백화점 6층,"서울특별시 구로구 구로중앙로 152 (구로동, 애경백화점 6층)",189570.3609,444336.0513
대학로,CGV,영업,서울시,서울시,종로구,서울특별시 종로구 명륜2가 41-9 3층,"서울특별시 종로구 대명길 28 (명륜2가,3층)",199916.8335,453462.4209
동대문,CGV,영업,서울시,서울시,중구,서울특별시 중구 을지로6가 17-2 현대시티타워,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",200613.5103,451817.5154
등촌,CGV,영업,서울시,서울시,강서구,서울특별시 강서구 등촌동 639-23 3~9층,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",187210.9178,450631.4355
명동,CGV,영업,서울시,서울시,중구,서울특별시 중구 명동2가 83-5 Noon Square,"서울특별시 중구 명동길 14, Noon Square 8층 (명동2가)",198418.7417,451237.1686
명동역 씨네라이브러리,CGV,영업,서울시,서울시,중구,서울특별시 중구 충무로2가 65-9,서울특별시 중구 퇴계로 123 (충무로2가),198636.2504,451005.7216
미아,CGV,영업,서울시,서울시,강북구,서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 10층,"서울특별시 강북구 도봉로 34, 10층 (미아동, 트레지오빌딩)",202642.446,456636.3082
방학,CGV,영업,서울시,서울시,도봉구,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 6~7층 (방학동)",203783.2123,462550.4573
불광,CGV,영업,서울시,서울시,은평구,서울특별시 은평구 대조동 240 팜스퀘어,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",193661.7324,456379.1939
상봉,CGV,영업,서울시,서울시,중랑구,서울특별시 중랑구 상봉동 501,"서울특별시 중랑구 상봉로 131, 지하1,2층 (상봉동, 상봉듀오트리스주상복합)",208076.3867,455017.5286
성신여대입구,CGV,영업,서울시,서울시,성북구,서울특별시 성북구 동선동1가 1-2 유타,"서울특별시 성북구 동소문로 106, 유타 10층 (동선동1가)",201447.4187,454477.1033
수유,CGV,영업,서울시,서울시,강북구,서울특별시 강북구 수유동 168-12,"서울특별시 강북구 도봉로 399, 8층 (수유동)",202565.2368,460003.1177
신촌아트레온,CGV,영업,서울시,서울시,서대문구,서울특별시 서대문구 창천동 20-25,"""서울특별시 서대문구 신촌로 129, 3층 (창천동, 아트레온)""",194649.344,450478.3522
씨네프쉐프 압구정,CGV,영업,서울시,서울시,강남구,서울특별시 강남구 신사동 602,서울특별시 강남구 압구정로30길 45 (신사동),202530.1848,446900.9612
씨네프쉐프 용산,CGV,영업,서울시,서울시,용산구,서울특별시 용산구 한강로3가 40-961,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",196864.3606,447707.4033
여의도,CGV,영업,서울시,서울시,영등포구,서울특별시 영등포구 여의도동 23,"서울특별시 영등포구 국제금융로 10, B3층 (여의도동, IFC)",193326.931,446973.9146
연남,CGV,영업,서울시,서울시,마포구,서울특별시 마포구 동교동 167-2 LC TOWER,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",193383.4159,450602.3823
영등포,CGV,영업,서울시,서울시,영등포구,서울특별시 영등포구 영등포동4가 442,"서울특별시 영등포구 영중로 15, 6층 (영등포동4가, 타임스퀘어)",191385.0574,446098.5559
왕십리,CGV,영업,서울시,서울시,성동구,서울특별시 성동구 행당동 168-151 왕십리민자역사,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",203321.5623,451001.8687
용산아이파크몰,CGV,영업,서울시,서울시,용산구,서울특별시 용산구 한강로3가 40-961,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",196864.3606,447707.4033
중계,CGV,영업,서울시,서울시,노원구,서울특별시 노원구 중계동 509-2 홈플러스,"서울특별시 노원구 동일로204가길 12 (중계동, 홈플러스)",205985.9533,459730.4378
천호,CGV,영업,서울시,서울시,강동구,서울특별시 강동구 천호동 42,"서울특별시 강동구 양재대로 1571, 4층 (천호동)",212501.3691,449282.3104
청담씨네시티,CGV,영업,서울시,서울시,강남구,서울특별시 강남구 신사동 651-21,서울특별시 강남구 도산대로 323 (신사동),203205.417,446740.5529
피카디리1958,CGV,영업,서울시,서울시,종로구,서울특별시 종로구 돈의동 137,"""서울특별시 종로구 돈화문로5가길 1 (돈의동,지하4층)""",199155.5449,452083.1255
홍대,CGV,영업,서울시,서울시,마포구,서울특별시 마포구 동교동 159-8,서울특별시 마포구 양화로 153 (동교동),193105.3351,450464.4442
경기광주,CGV,영업,경기도,경기도,광주시,경기도 광주시 역동 16-1,경기도 광주시 중앙로 89 (역동),222812.8759,433972.2643
고양백석,CGV,영업,경기도,경기도,고양시,경기도 고양시 일산동구 백석동 1242 고양종합터미날  5층,경기도 고양시 일산동구 중앙로 1036 (백석동),181369.9672,460117.3546
고양행신,CGV,영업,경기도,경기도,고양시,"경기도 고양시 덕양구 행신동 762-2 로터스플레이스 5,6층","경기도 고양시 덕양구 충장로 8, 로터스플레이스 5,6층 (행신동)",185318.5575,456821.6695
광교,CGV,영업,경기도,경기도,수원시,경기도 수원시 영통구 하동 1017-2 갤러리아 광교,"경기도 수원시 영통구 광교중앙로 124, 갤러리아 광교 10층 (하동)",205023.5829,420361.2482
광교상현,CGV,영업,경기도,경기도,용인시,경기도 용인시 수지구 상현동 1116-4번지,"경기도 용인시 수지구 광교중앙로295번길 9, 3층 (상현동)",205967.9253,421662.9071
광명역,CGV,영업,경기도,경기도,광명시,경기도 광명시 일직동 514,"경기도 광명시 일직로 43, GIDC B동 B2층 G262호, G301호 (일직동)",189919.3109,435641.2772
구리,CGV,영업,경기도,경기도,구리시,경기도 구리시 갈매동 552-4,"경기도 구리시 갈매순환로 180, 힐스테이트 갈매역 스칸센알토(B그룹) 문화 및 집회시설동 B1,B2층 (갈매동)",210762.2399,459251.6129
구리갈매,CGV,영업,경기도,경기도,구리시,경기도 구리시 갈매동 552-4,"경기도 구리시 갈매순환로 180, 힐스테이트 갈매역 스칸센알토(B그룹) 문화 및 집회시설동 B1,B2층 (갈매동)",210762.2399,459251.6129
기흥,CGV,영업,경기도,경기도,용인시,경기도 용인시 기흥구 구갈동 679,"경기도 용인시 기흥구 기흥로 58-1, 기흥ICT밸리 B동 지하2층 (구갈동)",210517.5679,419792.271
김포,CGV,영업,경기도,경기도,김포시,경기도 김포시 걸포동 1574-3번지,"경기도 김포시 걸포로 6, 7층 (걸포동)",174092.8329,458913.3134
김포운양,CGV,영업,경기도,경기도,김포시,경기도 김포시 운양동 1296-9 8층~9층,"경기도 김포시 김포한강11로 288-31, 8층~9층 (운양동)",172052.9683,461430.9601
김포한강,CGV,영업,경기도,경기도,김포시,경기도 김포시 걸포동 1574-3번지,"경기도 김포시 걸포로 6, 7층 (걸포동)",174092.8329,458913.3134
남양주화도,CGV,영업,경기도,경기도,남양주시,경기도 남양주시 화도읍 녹촌리 46-23,"""경기도 남양주시 화도읍 경춘로1876번길 40, 2,3층""",226029.8178,460824.6348
다산,CGV,영업,경기도,경기도,남양주시,경기도 남양주시 다산동 6143,"경기도 남양주시 다산순환로 20, 다산 현대프리미어캠퍼스 지하2층 (다산동)",213352.6388,456784.2681
동두천,CGV,영업,경기도,경기도,동두천시,경기도 동두천시 생연동 364-1,경기도 동두천시 평화로 2346 (생연동),205060.0756,488284.851
동백,CGV,영업,경기도,경기도,용인시,경기도 용인시 기흥구 중동 833 쥬네브썬월드빌딩 7001호,"경기도 용인시 기흥구 동백죽전대로 444, 7001호 (중동, 쥬네브썬월드)",213383.9778,419575.3412
동수원,CGV,영업,경기도,경기도,수원시,경기도 수원시 팔달구 인계동 1113 11~12 7층~10층,"경기도 수원시 팔달구 권광로 181, 7층~10층동 (인계동)",202803.4663,418036.0561
동탄,CGV,영업,경기도,경기도,화성시,경기도 화성시 반송동 96 메타폴리스 A동,"경기도 화성시 동탄중앙로 220, A동 (반송동,메타폴리스)",206044.3325,411453.9057
동탄그랑파사쥬,CGV,영업,경기도,경기도,화성시,"경기도 화성시 송동 725-1 더샵 동탄센텀폴리스 1,2단지","경기도 화성시 동탄대로5길 9, 더샵 동탄센텀폴리스 1,2단지 5,6층 5064,5001,6001호 (송동)",209361.7794,407341.074
동탄역,CGV,영업,경기도,경기도,화성시,경기도 화성시 오산동 967-150,"경기도 화성시 동탄대로 537, 5-7층 (오산동)",208572.1677,411122.5782
동탄호수공원,CGV,영업,경기도,경기도,화성시,경기도 화성시 송동 694,"경기도 화성시 동탄대로 181, 레이크꼬모 B2층 (송동)",209253.3874,407725.1146
배곧,CGV,영업,경기도,경기도,시흥시,경기도 시흥시 정왕동 1771-1 서영베니스스퀘어,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 7~8층 (정왕동)",176072.6007,429602.844
범계,CGV,영업,경기도,경기도,안양시,경기도 안양시 동안구 호계동 1039-3 뉴코아아울렛 11층,"경기도 안양시 동안구 동안로 119 (호계동,뉴코아아울렛 11층)",195607.794,431900.7041
부천,CGV,영업,경기도,경기도,부천시,경기도 부천시 원미구 심곡동 383-1 씨네마홀 8층,"경기도 부천시 원미구 부일로 460, 8층 (심곡동, 씨네마홀)",180574.4511,442653.4956
부천역,CGV,영업,경기도,경기도,부천시,경기도 부천시 원미구 심곡동 383-1 씨네마홀 8층,"경기도 부천시 원미구 부일로 460, 8층 (심곡동, 씨네마홀)",180574.4511,442653.4956
산본,CGV,영업,경기도,경기도,군포시,경기도 군포시 산본동 1142-2 4층,"경기도 군포시 번영로 505, 4층 (산본동)",194028.372,428538.8749
서현,CGV,영업,경기도,경기도,성남시,경기도 성남시 분당구 서현동 256,"경기도 성남시 분당구 서현로180번길 19, 1층 (서현동)",210773.548,431704.1073
소풍,CGV,영업,경기도,경기도,부천시,"경기도 부천시 원미구 상동 539-1 소풍 6,7,8층","경기도 부천시 원미구 송내대로 239, 6,7,8층 (상동, 부천터미널소풍)",178411.4421,444684.4053
스타필드시티위례,CGV,영업,경기도,경기도,하남시,경기도 하남시 학암동 660 스타필드시티 위례점,"경기도 하남시 위례대로 200, 스타필드시티 위례점 (학암동)",213056.0419,441993.3775
신세계경기,CGV,영업,경기도,경기도,용인시,경기도 용인시 수지구 죽전동 1285 (주)신세계 사우스시티,경기도 용인시 수지구 포은대로 536 (주)신세계 사우스시티 9층 (죽전동),209514.368,424782.5285
안산,CGV,영업,경기도,경기도,안산시,경기도 안산시 단원구 고잔동 725-1,경기도 안산시 단원구 광덕대로 194 (고잔동),184953.1217,423556.9601
안성,CGV,영업,경기도,경기도,안성시,경기도 안성시 석정동 139-1,경기도 안성시 아양2로 109 (석정동),222819.6917,390088.2464
야탑,CGV,영업,경기도,경기도,성남시,경기도 성남시 분당구 야탑동 341 테마폴리스 지하2층,"경기도 성남시 분당구 성남대로925번길 16 (야탑동,테마폴리스 지하2층)",211202.1488,434560.9118
양주옥정,CGV,영업,경기도,경기도,양주시,경기도 양주시 옥정동 963-12,"경기도 양주시 옥정로 200, 7,8층 (옥정동)",208043.5,479654.9
역곡,CGV,영업,경기도,경기도,부천시,경기도 부천시 소사구 괴안동 113-1 역곡하이뷰 6~8층,"경기도 부천시 소사구 경인로 505, 6층 (괴안동, 역곡하이뷰)",183213.6656,442488.8611
오리,CGV,영업,경기도,경기도,성남시,경기도 성남시 분당구 구미동 159 분당월드유통센타4층,"경기도 성남시 분당구 탄천상로151번길 20 (구미동,분당월드유통센타4층)",209409.1602,426451.3589
오산중앙,CGV,영업,경기도,경기도,오산시,경기도 오산시 원동 335-10,"경기도 오산시 원동로 22, 르마레시티 3~4층 (원동)",206236.9081,404466.6956
용인,CGV,영업,경기도,경기도,용인시,경기도 용인시 처인구 김량장동 301-3번지 시네마일번가 5~8층,"경기도 용인시 처인구 금령로 86 (김량장동, 시네마일번가)",218209.5417,414813.228
의정부,CGV,영업,경기도,경기도,의정부시,경기도 의정부시 의정부동 168-54 신세계백화점 10층,"경기도 의정부시 평화로 525 (의정부동, 신세계백화점 10층)",204011.3019,470564.0155
이천,CGV,영업,경기도,경기도,이천시,경기도 이천시 중리동 201-1번지,경기도 이천시 중리천로 58 (중리동),239314.5547,419842.4989
일산,CGV,영업,경기도,경기도,고양시,"경기도 고양시 일산동구 장항동 867외1필지 지상 3,4,5,6층",경기도 고양시 일산동구 정발산로 24 웨스턴돔 3층 (장항동),185275.2,459586.4
파주문산,CGV,영업,경기도,경기도,파주,경기도 파주시 문산읍 당동리 892,경기도 파주시 문산읍 방촌로 1719-10,180932.9084,484915.1071
판교,CGV,영업,경기도,경기도,성남시,경기도 성남시 분당구 백현동 541,"경기도 성남시 분당구 판교역로146번길 20, 8층 (백현동, 현대백화점)",209850.447,432304.1494
평촌,CGV,영업,경기도,경기도,안양시,경기도 안양시 동안구 관양동 1606 평촌주공공이 9층,경기도 안양시 동안구 관평로170번길 33 (관양동),196587.715,432322.2319
평택,CGV,영업,경기도,경기도,평택시,경기도 평택시 비전동 1090-2,"경기도 평택시 평남로 862, 5층 (비전동)",209854.0132,388765.0857
평택고덕,CGV,영업,경기도,경기도,평택시,경기도 평택시 장당동 154 판매시설동 301호,"경기도 평택시 경기대로 945, 평택고덕아이파크 판매시설동 301호 (장당동)",206113.4802,392491.2884
평택소사,CGV,영업,경기도,경기도,평택시,경기도 평택시 비전동 1090-2,"경기도 평택시 평남로 862, 5층 (비전동)",209854.0132,388765.0857
포천,CGV,영업,경기도,경기도,포천시,경기도 포천시 소흘읍 송우리 110-3,"경기도 포천시 소흘읍 호국로 689, 4,5층",213127.8331,480798.019
하남미사,CGV,영업,경기도,경기도,하남시,경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬(12-1BL),"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) 3074호 (망월동)",216873.6705,451296.3107
화성봉담,CGV,영업,경기도,경기도,화성시,경기도 화성시 봉담읍 동화리 564,"경기도 화성시 봉담읍 동화길 51, 원희캐슬봉담 221호",195981.6589,413019.6248
화정,CGV,영업,경기도,경기도,고양시,경기도 고양시 덕양구 화정동 966-1 씨네마플러스 4/5/6층,"경기도 고양시 덕양구 화중로104번길 28 (화정동,씨네마플러스 4/5/6층)",185206.2941,459287.0068
Drive In 용인 크랙사이드,CGV,영업,경기도,경기도,용인시,경기도 용인시 처인구 역북동 89-29 칼리오페,"""경기도 용인시 처인구 성산로170번길 23-1, 칼리오페 (역북동)""",217030.716,416260.8254
계양,CGV,영업,인천,인천시,계양구,인천광역시 계양구 작전동 899-1 10층,"인천광역시 계양구 장제로 738 (작전동,10층)",176465.2631,447989.6417
부평,CGV,영업,인천,인천시,부평구,인천광역시 부평구 청천동 386번지,인천광역시 부평구 마장로 489 (청천동),173718.6048,446665.0644
송도타임스페이스,CGV,영업,인천,인천시,연수구,인천광역시 연수구 송도동 8-21 송도타임스페이스,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지하1, 2층 (송도동)",168216.5778,431393.912
인천,CGV,영업,인천,인천시,남동구,인천광역시 남동구 구월동 1130,인천광역시 남동구 예술로 198 (구월동),173552.3106,438905.868
인천가정,CGV,영업,인천,인천시,서구,인천광역시 서구 가정동 0 루원지웰시티푸르지오 상가동 지하1호,"인천광역시 서구 가정로 406, 상가동 지하1층 (가정동, 루원지웰시티푸르지오)",171150.5,447004.5
인천도화,CGV,영업,인천,인천시,미추홀구,인천광역시 미추홀구 도화동 1011 더샵 인천스카이타워 1단지,"인천광역시 미추홀구 숙골로88번길 12, 지하 1층 (도화동, 더샵 인천스카이타워 1단지)",170309.6602,440927.7482
인천시민공원,CGV,영업,인천,인천시,미추홀구,인천광역시 미추홀구 주안동 0 포레나 미추홀,"인천광역시 미추홀구 경인로 372, 지하2층 B2200호 (주안동, 포레나 미추홀)",171793,439891
인천연수,CGV,영업,인천,인천시,연수구,인천광역시 연수구 동춘동 926 스퀘어원 4층,"인천광역시 연수구 청능대로 210, 4층 (동춘동, 스퀘어원)",171926.0767,433811.1364
인천학익,CGV,영업,인천,인천시,미추홀구,인천광역시 미추홀구 학익동 401-21,"인천광역시 미추홀구 매소홀로 255, 8층 (학익동)",169119.1809,438218.4189
주안역,CGV,영업,인천,인천시,미추홀구,인천광역시 미추홀구 주안동 30-1 카라아울렛 7층,"인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)",171655.8502,440422.7007
청라,CGV,영업,인천,인천시,서구,인천광역시 서구 청라동 155-7 청라스퀘어세븐 350호,"인천광역시 서구 청라루비로 76, 청라스퀘어세븐 3층 350호 (경서동)",168257.1702,447843.8442
강릉,CGV,영업,강원,강원시,강릉시,강원특별자치도 강릉시 옥천동 189 7층,강원특별자치도 강릉시 경강로 2120 (옥천동),367257.0896,474274.358
기린,CGV,영업,강원,강원시,인제군,강원특별자치도 인제군 기린면 서리 3-1,강원특별자치도 인제군 기린면 대내로 34-18,315843.2857,496630.228
원통,CGV,영업,강원,강원시,인제군,강원특별자치도 인제군 북면 원통리 459-4,강원도 인제군 북면 금강로 11번길 19 2층,305804.1,514028.2
인제,CGV,영업,강원,강원시,인제군,강원특별자치도 인제군 인제읍 남북리 388 하늘내린센터,강원도 인제군 인제읍 비봉로44번길 100,302219.3,507455.5
춘천,CGV,영업,강원,강원시,춘천시,강원특별자치도 춘천시 퇴계동 1017 7층,강원특별자치도 춘천시 지석로 80 (퇴계동),265386.6343,483368.2515
논산,CGV,영업,대전/충청,충청남도,논산시,충청남도 논산시 내동 452,"충청남도 논산시 시민로 181, CGV타워 4층 (내동)",208700.222,298057.825
당진,CGV,영업,대전/충청,충청남도,당진시,충청남도 당진시 읍내동 1532,충청남도 당진시 우두1로 88 (읍내동),166983.1523,377888.6566
대전,CGV,영업,대전/충청,대전시,동구,대전광역시 동구 가오동 557,대전광역시 동구 은어송로 72 (가오동),241064.7676,311893.458
대전가수원,CGV,영업,대전/충청,대전시,서구,대전광역시 서구 도안동 1774 KD U PLAZA,"""대전광역시 서구 도안동로11번길 45, KD U PLAZA 6층 (도안동)""",231497.3,312002.8
대전가오,CGV,영업,대전/충청,대전시,동구,대전광역시 동구 가오동 557,대전광역시 동구 은어송로 72 (가오동),241064.7676,311893.458
대전탄방,CGV,영업,대전/충청,대전시,서구,대전광역시 서구 탄방동 744 세이탄방점,"대전광역시 서구 문정로 85, 세이탄방점 7층 (탄방동)",234834.8548,316331.8862
대전터미널,CGV,영업,대전/충청,대전시,동구,대전광역시 동구 용전동 68-2 대전복합터미널 동관 3~4층,"대전광역시 동구 동서대로1695번길 30 (용전동, 대전복합터미널 동관 3~4층)",239202.8467,316830.0761
서산,CGV,영업,대전/충청,충청남도,서산시,충청남도 서산시 동문동 1029-1,충청남도 서산시 안견로 242 (동문동),151407.21,364271.7801
세종,CGV,영업,대전/충청,세종시,종촌동,세종특별자치시 종촌동 673 몰리브(Mallive),세종특별자치시 도움1로 108 몰리브 7층,222183,333831
아산,CGV,영업,대전/충청,충청남도,아산시,충청남도 아산시 온천동 79-1,"충청남도 아산시 온천대로 1538, 6층 (온천동)",200683.7572,364318.9062
